Content Manifest for Depot 3405691 

Manifest ID / date     : 9002548465423873010 / 03/30/2026 16:01:10 
Total number of files  : 377 
Total number of chunks : 54235 
Total bytes on disk    : 57002171091 
Total bytes compressed : 54998468576 


          Size Chunks File SHA                                 Flags Name
       2515114      3 ba3a7c0f9748233a19396c26fe9cb97a6a7a4c7c     0 Data\Win32\globals.toc
       3405862      4 5b65e354a995f7c03be1b0a0d08a9b98d4aea699     0 Data\Win32\globalsfull.toc
          4036      1 22cfe8f7be589bd21cb97cd4a66d130c68f74606     0 Data\Win32\globalslicensed.toc
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\loc
           620      1 b958e71bbabd94d12d3d1b4d33b356ab74314bcb     0 Data\Win32\loc\en.toc
          1364      1 df6f2a874a32d624ed382507c197b9e010fe9ab0     0 Data\Win32\matchcinematicssba.toc
         20355      1 9ec28c9257a28f7e34f93be56cd3dadcc755d621     0 Data\Win32\presentationsb.toc
       2059011      2 67601eb86c0d8cc1962594cf42628f347f18958e     0 Data\Win32\presprematchsba.toc
        774552      1 0adcda8ce31ff305d02dfb700cca1f2d0a48cc85     0 Data\Win32\storycharsb.toc
          1395      1 a6ece3d86d79589cf8a25dd6b80ee5f62b619351     0 Data\Win32\storyingamesba.toc
         12577      1 fb098591834521c04cf67c3851d13271e2d9ad71     0 Data\Win32\storysba.toc
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\commentaryfull_tur_tr
    1073577984   1024 09fd0ee652914d9322f18888a37da77702ff3599     0 Data\Win32\superbundlelayout\commentaryfull_tur_tr\cas_01.cas
     247246848    236 84c569ea711fc4ccad5074a7b666f49f298ada7a     0 Data\Win32\superbundlelayout\commentaryfull_tur_tr\cas_02.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\commentarylaunch_tur_tr
          4096      1 2687d7f50e10526742b2586bdf28824ec64870f8     0 Data\Win32\superbundlelayout\commentarylaunch_tur_tr\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_00
    1068056576   1019 b58e00c2b65811b09e603f94b993285defe1e0fe     0 Data\Win32\superbundlelayout\installpackage_00\cas_01.cas
    1073500160   1024 f43d1cc3fae1b4df959656aa0648a9c224d88e2a     0 Data\Win32\superbundlelayout\installpackage_00\cas_02.cas
     966148096    922 997c99293a263e04c736bd6541c541b4755914d0     0 Data\Win32\superbundlelayout\installpackage_00\cas_03.cas
    1071931392   1023 91860c6d433cb7ae3205418e384197f9489fdd2c     0 Data\Win32\superbundlelayout\installpackage_00\cas_04.cas
    1068695552   1020 e1eeac45ec17c7e8559a41616cc50f382c00e74b     0 Data\Win32\superbundlelayout\installpackage_00\cas_05.cas
    1066450944   1018 f0ba4215087e0d3834cc2e39d7d78014a9de76c2     0 Data\Win32\superbundlelayout\installpackage_00\cas_06.cas
     878632960    838 1854468a1af4d44210015813dfd229d3622c10a0     0 Data\Win32\superbundlelayout\installpackage_00\cas_07.cas
     825720832    788 1d6ebf13c0d491a0fe4678dcf130caabd7d69c11     0 Data\Win32\superbundlelayout\installpackage_00\cas_08.cas
     733913088    700 9fb007a159a550138b2827811d568038f8855b32     0 Data\Win32\superbundlelayout\installpackage_00\cas_09.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_00\en
          8192      1 cc6adf328e2525c8e6201d3e8216b6b5a0f692cb     0 Data\Win32\superbundlelayout\installpackage_00\en\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_00\en\loc
           700      1 f778c7580260c7d87d9fa908def3e2d0df3f9ed5     0 Data\Win32\superbundlelayout\installpackage_00\en\loc\en.toc
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_00\wc
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_00\wc\loc
           700      1 77d891287297e9c6357958a3bec6db091d92f3a7     0 Data\Win32\superbundlelayout\installpackage_00\wc\loc\wc.toc
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_02
    1072943104   1024 35c736adc36b772772b3bf3d37c794e952d46b70     0 Data\Win32\superbundlelayout\installpackage_02\cas_01.cas
    1065582592   1017 1e5d722ec1122ffc168a67d612a23ec8bc8c9d3f     0 Data\Win32\superbundlelayout\installpackage_02\cas_02.cas
     164950016    158 acdc0fc409fd6cacf09a2b23c2b8d05d1c0e3b3b     0 Data\Win32\superbundlelayout\installpackage_02\cas_03.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_02\en
       1015808      1 5c7c439e9e2e0ffe81a10d93f5e0019f73f52c1f     0 Data\Win32\superbundlelayout\installpackage_02\en\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_02\en\loc
          1540      1 780cbff33a3ebe64e220bbf7c6aea14144cd0ef2     0 Data\Win32\superbundlelayout\installpackage_02\en\loc\en.toc
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_03
    1059119104   1011 22fad9236c9a4937ee71079db678232d806d0b86     0 Data\Win32\superbundlelayout\installpackage_03\cas_01.cas
    1073737728   1024 5d94473c496e3a21a55c45d3850f0018131bffa5     0 Data\Win32\superbundlelayout\installpackage_03\cas_02.cas
    1073180672   1024 b4bb0d05dcae7b61b910134200b53692427586ea     0 Data\Win32\superbundlelayout\installpackage_03\cas_03.cas
    1073733632   1024 c0cee1dccd7d3650aa3f539aa8f25e12ea5995d5     0 Data\Win32\superbundlelayout\installpackage_03\cas_04.cas
    1073549312   1024 e6ad0b32767bdce97f5ae747d401995e734a7307     0 Data\Win32\superbundlelayout\installpackage_03\cas_05.cas
    1073577984   1024 8356fa0918eb8a84c7f3bfeca5aeb6e9a7a19e79     0 Data\Win32\superbundlelayout\installpackage_03\cas_06.cas
    1073639424   1024 dcd9c9c85651b42f4f367051372a6d3fc91abb14     0 Data\Win32\superbundlelayout\installpackage_03\cas_07.cas
     642195456    613 159c00e643643650df98b357933a9a4772d073ff     0 Data\Win32\superbundlelayout\installpackage_03\cas_08.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_05
    1073127424   1024 9996a5ef7e27a2bf4b01bce9bad74d3c50207e28     0 Data\Win32\superbundlelayout\installpackage_05\cas_01.cas
    1073512448   1024 ae0b4d9198186306b8f31356196accd0fc8e3099     0 Data\Win32\superbundlelayout\installpackage_05\cas_02.cas
    1064325120   1016 541e0f7181d6615c67941f4831ce6b0028a5ae90     0 Data\Win32\superbundlelayout\installpackage_05\cas_03.cas
    1062699008   1014 a859f779a1aec71d14760d98f76737b5559d8c30     0 Data\Win32\superbundlelayout\installpackage_05\cas_04.cas
    1073311744   1024 bfa009ab23891279725802f803a175dbb7fce849     0 Data\Win32\superbundlelayout\installpackage_05\cas_05.cas
    1072631808   1024 68b6c3409acf941f6349f2acf32701cbc05328e8     0 Data\Win32\superbundlelayout\installpackage_05\cas_06.cas
    1073741824   1025 78d5335f11c0af47756c3777a276b56b3e7fcca8     0 Data\Win32\superbundlelayout\installpackage_05\cas_07.cas
    1047498752   1001 1fc74c138f303f03b1e3eb115c4dc2f3e0ecc507     0 Data\Win32\superbundlelayout\installpackage_05\cas_08.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_05\en
      23257088     23 aee81b0f2c1f45707d7b91f6107bf7b8b9c454d0     0 Data\Win32\superbundlelayout\installpackage_05\en\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_05\en\loc
          1340      1 ea39a83645156ce79fdd180ccba8de950384e05c     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\ar.toc
          1340      1 d6d8879f95910fdb5eb171113fd94dfdb9f2d38e     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\br.toc
          1340      1 247ce4f0e62c11a2c6f242535dc2bbdbcbf5242f     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\de.toc
          2260      1 4b21fa2a95b43214808ef7398ae4c88d4a148798     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\en.toc
          1340      1 2776453cbc6ff81f1c3d0d6321ac1e8d9f2347e1     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\es.toc
          1340      1 f4c7688760761d9b56dfc7b6b1c5ce378dd32c47     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\fr.toc
          1340      1 d9393ef0fa73c73165489ca902be3354c7b0e7f3     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\it.toc
          1340      1 4a8f6adf1b36954e580e0258e1cdda6b6602a5e2     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\ja.toc
          1340      1 8a95343120c80621d77cc487db1b952e9979efe1     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\mx.toc
           940      1 0092637030aa35024426b2cabcba1353b2129396     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\nl.toc
          1340      1 4f16684df7832d6574a832da404472eb740f255b     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\pl.toc
          1340      1 11bf2190b716a84cc1762db898e83aa867047303     0 Data\Win32\superbundlelayout\installpackage_05\en\loc\ru.toc
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_06
    1073741824   1024 0d08ccba4157feaa308956ee28e7d03d5d5dafc8     0 Data\Win32\superbundlelayout\installpackage_06\cas_01.cas
    1073516544   1024 2bac983539c85a0e29fc8389999bd2b4e3c0c8f2     0 Data\Win32\superbundlelayout\installpackage_06\cas_02.cas
    1073639424   1024 c4f65c0a12457c96d1e0381b4ab2f95b1041491a     0 Data\Win32\superbundlelayout\installpackage_06\cas_03.cas
    1073557504   1024 89b3d2f83c65f86b3c2de6f722b39c9db2fd52b7     0 Data\Win32\superbundlelayout\installpackage_06\cas_04.cas
    1073659904   1024 5b1941633c330c66621f1a8f15b4efe5cc3f5477     0 Data\Win32\superbundlelayout\installpackage_06\cas_05.cas
    1073020928   1024 20927bb40145656960960acba5abdc71a5a4de54     0 Data\Win32\superbundlelayout\installpackage_06\cas_06.cas
    1073590272   1024 1928bc28d5f4d80099b105da61f878b5342f9fe6     0 Data\Win32\superbundlelayout\installpackage_06\cas_07.cas
    1073446912   1025 693e18ee5d65b8a5b61b4bca22a0e05e271547aa     0 Data\Win32\superbundlelayout\installpackage_06\cas_08.cas
    1073737728   1024 0ee0e1f1d5d6d8d9b44ab5c8ef7321eceb484fa1     0 Data\Win32\superbundlelayout\installpackage_06\cas_09.cas
    1070878720   1022 359fe8f878bc921ece12edccd1933a760aa74f1a     0 Data\Win32\superbundlelayout\installpackage_06\cas_10.cas
    1073664000   1024 1ea8e29fb24bb9d4436de9db00d249b47e0f4c53     0 Data\Win32\superbundlelayout\installpackage_06\cas_11.cas
    1073741824   1024 c5a050448a10e47cfc75deb0ec01e4c2b5684568     0 Data\Win32\superbundlelayout\installpackage_06\cas_12.cas
    1073709056   1024 04b6cdb89bfdff0cc46d39f07c5d66a404ad3b0c     0 Data\Win32\superbundlelayout\installpackage_06\cas_13.cas
    1073020928   1024 81c04573172441707525cebb261cc01627a01c74     0 Data\Win32\superbundlelayout\installpackage_06\cas_14.cas
     968089600    940 b13e75a9b63d2f45a80c964268158a748eba7beb     0 Data\Win32\superbundlelayout\installpackage_06\cas_15.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_07
    1069473792   1031 61bf0fa4db82d8301d28af772ce2580d119568e2     0 Data\Win32\superbundlelayout\installpackage_07\cas_01.cas
    1071685632   1023 76478a243f95b69bfe2fabecdcd3be5ee2e8d235     0 Data\Win32\superbundlelayout\installpackage_07\cas_02.cas
    1073737728   1024 246cfcbc73edd5e1318e7b39ff5f066127c2c821     0 Data\Win32\superbundlelayout\installpackage_07\cas_03.cas
     200278016    191 c6031dee592a74b48afea6d495d6409cdca1c922     0 Data\Win32\superbundlelayout\installpackage_07\cas_04.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_08
     472219648    451 612617724ae1cb9d95d3a4c9dd53df854cecd514     0 Data\Win32\superbundlelayout\installpackage_08\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_chants
     955383808    912 4854ddc148460be5d0ad591d02607ab4ad05f1fd     0 Data\Win32\superbundlelayout\installpackage_chants\cas_01.cas
     657182720    627 b57c301a14301a88533a63a1b234aa4fd1850b2c     0 Data\Win32\superbundlelayout\installpackage_chants\cas_02.cas
             0      0 0000000000000000000000000000000000000000    40 Data\Win32\superbundlelayout\installpackage_licensed
      66686976     64 3680854b1b4541a871ae8884be95de456f46358d     0 Data\Win32\superbundlelayout\installpackage_licensed\cas_01.cas
        219628      1 d8cc5a48220b11c698f4868af7bdd0873f59dafe     0 Data\Win32\ui.toc
         13756      1 6902b9434a3b7b8af0d39aa6f97efcef77ae86d3     0 Data\Win32\worldcupsb.toc
       6056697      6 f404f2c38fcd386279e78c2e5409734a4fc45d71     0 Data\Win32\worldssb.toc
       3198808      4 c718ec88b071677196bc9d08d3c0048ab16a2cac     0 dbdata.dll
        199000      1 a7ba9bfcddf7d87fee612e91fa1a4688f18ed820     0 dstorage.dll
       1461592      2 a8b2790dad07b4350c17132e35235012522b9f9e     0 dstoragecore.dll
      20752728     20 d100c1dbca35887b0db8551f5e013f4da182ef6f     0 dxcompiler.dll
       1509208      2 bac15f9ea87b615cae9ef47a73cad8af3f89902f     0 dxil.dll
         12480      1 42392e3fbf60eafb0769d136185b63caf2541688     0 EAAntiCheat.cfg
      50665208     49 69aa1765aace065138ec760a592affb58b558c35     0 EAAntiCheat.GameServiceLauncher.dll
      20547832     20 b97ef971b086c1c7ed75f647a12181b83f3304a7     0 EAAntiCheat.GameServiceLauncher.exe
        306003      1 2605f90df3b14c4260ce80eeaadb8dffb8d06f66     0 EAAntiCheat.splash.png
            51      1 1b6948c6bf748fc344e1909b138e17f1a623dc89     0 EAStore.ini
       2615128      3 40edf04fc707521c478413f7082789ce6d6e907d     0 Engine.MovieVLC.LibVLC.dll
       1581912      2 d291c2cf69419b336227a86ce931a0c392564844     0 Engine.Render.Core2.PlatformPcDx12.dll
       1352536      2 c41443d5e75893c3c92f97a2bc9515f25c86e4b9     0 Engine.Render.Core2.PlatformVulkan.dll
     446817624    429 5f40b25d9ec7f42b3adcfb57f258cb73617184cb     0 FC26.exe
     446817624    429 735146e9cade74a54dbef360df37cf0acdb76e58     0 FC26_Showcase.exe
     486255448    467 03f16aa5727d559cd62f9fbaa57aab21f0e57796     0 FC26_Trial.exe
         12116      1 b2993303103de44b68c6dbbec921b1f983a95e6a   100 installscript.vdf
        654168      1 d39c3fe546ee462b31b90050c032e904bb4dfc48     0 oo2core_9_win64.dll
        843608      1 f233a666eeb629dbceb77581703fb2070aa2e723     0 oo2ext_9_win64.dll
             0      0 0000000000000000000000000000000000000000    40 Patch
        329791      1 0696ba44a8376cde46987dbcdb3e0faad890d833     0 Patch\initfs_Win32
         84500      1 e80082614cb57091c7bf555f383656c949c5309e     0 Patch\layout.toc
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32
        191821      1 7080eed27fc6ecae4022b47b49af4716e9f2420b     0 Patch\Win32\careermodestorysba.toc
        307637      1 0779693be42c17ac84b34479274b5aa814b1c51f     0 Patch\Win32\careersba.toc
          1448      1 369f6e5158dd31b645d8dc805d9170e8342b5aa3     0 Patch\Win32\chants_dlc.toc
          1450      1 fe3942237e457deb562e01ae2a2d9c4fc69c8600     0 Patch\Win32\chants_full.toc
          1906      1 a314b91a1a937254ce4e8ef3321622f6ec1dd61e     0 Patch\Win32\chants_install.toc
         76426      1 9e3d71ad9abb589c56520b3f38333e63bba009ec     0 Patch\Win32\choreosb.toc
         65956      1 4d2bedb35ad5422adc0118fb98331c46b5c042b7     0 Patch\Win32\commentaryfull_tur_tr.toc
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\content
        808203      1 b33ead1418e64c09684e16578349b18c0ac1c587     0 Patch\Win32\contentlaunchsb.toc
       2951156      3 86cabf4f035fdea579905af0d3b1266ee29caeb5     0 Patch\Win32\contentsb.toc
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\content\cinematic
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\content\cinematic\scenes
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\content\cinematic\scenes\career
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\content\cinematic\scenes\career\f24_cm_dm_award_poty
         17050      1 72c6570f584352f097d30be37825194da073b4f5     0 Patch\Win32\content\cinematic\scenes\career\f24_cm_dm_award_poty\f24_cm_dm_award_poty.toc
        170454      1 a6d9b03db64dbb1705fed46984dc5a754728022e     0 Patch\Win32\fbmorph_appearance_level.toc
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\fc
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\fc\fcgame
       1235613      2 90e753e91ea676bf487fad31bcec8cbdc185093b     0 Patch\Win32\fc\fcgame\fcgame.toc
         69268      1 923fe3068c61d88b0fb59659a5c7a9938f9fc249     0 Patch\Win32\futsb.toc
       1249252      2 d75f66e85971fea96b9dd4ba415368850dab6fb1     0 Patch\Win32\globals.toc
        453340      1 fa245a11e0803740d260c23ce6e797535ea020e7     0 Patch\Win32\globalsfull.toc
         20237      1 1b022956316ec417093b8e7e88b8fc91f8864523     0 Patch\Win32\presentationsb.toc
       1292621      2 bc85f26aa667f61bae10dfcd2e42816b5ca5f124     0 Patch\Win32\presprematchsba.toc
         59156      1 4c88fe6dc3a57ee800f92747b697365fb2c249f4     0 Patch\Win32\storycharsb.toc
          8382      1 b77dd34bf73242c085b40e286c8a609da75b4e62     0 Patch\Win32\storysba.toc
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\commentaryfull_tur_tr
     160428032    165 24821f8d8b191bf6b9d095960868aeabc9a8c22e     0 Patch\Win32\superbundlelayout\commentaryfull_tur_tr\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_00
     251400192    253 03c37ea95539b8c70949ec5537f44057727c1305     0 Patch\Win32\superbundlelayout\installpackage_00\cas_01.cas
     256655360    254 ba5e6e6d909150011f28e0b8f8a90be78b61eb43     0 Patch\Win32\superbundlelayout\installpackage_00\cas_02.cas
     109494272    111 81584f097d98f373d071b095cfe056a1f4d6eaf6     0 Patch\Win32\superbundlelayout\installpackage_00\cas_03.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_02
      85716992     88 9b09bd37b076e61b84ab043ce15406280440406b     0 Patch\Win32\superbundlelayout\installpackage_02\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_03
     267325440    280 8e2261652199d6454119651fdc469f3e0f430fa7     0 Patch\Win32\superbundlelayout\installpackage_03\cas_01.cas
     243269632    234 1b217b35da7d678055e2b6d4de7670ecb012986e     0 Patch\Win32\superbundlelayout\installpackage_03\cas_02.cas
      91119616     88 429ba5e7b5cab84b289c5938bbc2da1f12dde0fd     0 Patch\Win32\superbundlelayout\installpackage_03\cas_03.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_05
     267628544    285 03a6429f2c8f1a3ec55e349ba2bb5c5105e54ed8     0 Patch\Win32\superbundlelayout\installpackage_05\cas_01.cas
     238501888    258 659b7661c2e17797f5d1ed7ba8adbe945066bc5e     0 Patch\Win32\superbundlelayout\installpackage_05\cas_02.cas
     138952704    140 f75d85631297d45b76d7b5d7e54651e44dc06ada     0 Patch\Win32\superbundlelayout\installpackage_05\cas_03.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_06
     268021760    280 375cc38380371141d16699344e25ab220bb01a9a     0 Patch\Win32\superbundlelayout\installpackage_06\cas_01.cas
     268361728    283 8d7c784995bae7f7c0ed7c3f74c6d1fceab96879     0 Patch\Win32\superbundlelayout\installpackage_06\cas_02.cas
     268308480    282 e66aea2c7119f5d62c6fc839c3bf04374b15531d     0 Patch\Win32\superbundlelayout\installpackage_06\cas_03.cas
     268124160    273 237f0d8e2b53076fa4bd0830b5e9db830bba2dcb     0 Patch\Win32\superbundlelayout\installpackage_06\cas_04.cas
     268435456    277 26fb3dd14acba8ee8d93b2e86042d0cd4cc2b043     0 Patch\Win32\superbundlelayout\installpackage_06\cas_05.cas
     268374016    279 b090c16c4312662832306d16c67732689c239533     0 Patch\Win32\superbundlelayout\installpackage_06\cas_06.cas
     268271616    281 ebdc1600282e186b946595504aa083c39a400788     0 Patch\Win32\superbundlelayout\installpackage_06\cas_07.cas
     154148864    158 9c13426f8c553608b2df4d6bcd710c449b53417e     0 Patch\Win32\superbundlelayout\installpackage_06\cas_08.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_07
       3399680      4 fd50905e133fdc9ce5863fdc00f36e9ee7347588     0 Patch\Win32\superbundlelayout\installpackage_07\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_08
      31879168     32 1412540c0bcd1307c76af5d898906cb6d824d7a3     0 Patch\Win32\superbundlelayout\installpackage_08\cas_01.cas
             0      0 0000000000000000000000000000000000000000    40 Patch\Win32\superbundlelayout\installpackage_chants
     184741888    178 feabcfe8c1b5f0c082f17f63a8aa89df87749e0c     0 Patch\Win32\superbundlelayout\installpackage_chants\cas_01.cas
        185316      1 57489c8801f74e0b64d89bda60634a52df333f65     0 Patch\Win32\ui.toc
       2389105      3 43c0b0dd06595da67d31d7465cab71a31bd70895     0 Patch\Win32\worldssb.toc
         46840      1 0afd4de5c9add34cd49251f5d678154893fcdb92     0 preloader_l.dll
           688      1 792a7b63b3fca2c579f3bcc17df4c9fd8093053d     0 Runtime_Win64_retail.BuildSettings
             0      0 0000000000000000000000000000000000000000    40 Scripts
             0      0 0000000000000000000000000000000000000000    40 Scripts\BootIni
         51696      1 11234fcfdc3b70132bb99fe56c5edaa1aeed5b16     0 Scripts\BootIni\MemoryInit.ini
             0      0 0000000000000000000000000000000000000000    40 Support
         33920      1 949a4548f5ca1bed215d1c97754a72fefcd918ba     0 Support\mnfst.txt
         26968      1 2e6fc4eb7771b89f395b06d761fc83742c23fb70     0 sysdll_Win64_retail.dll
             0      0 0000000000000000000000000000000000000000    40 x64
       3349336      4 874e39bcc75187ab713ed905f439ccd75513ebfc     0 x64\D3D12Core.dll
             0      0 0000000000000000000000000000000000000000    40 __Installer
        124104      1 da0e9de822b499fdb7720b34b2f9550fc9c30af1     0 __Installer\Cleanup.dat
